input	reason	matches	symbol	organism.shortName	name	length	secondaryIdentifier	primaryIdentifier	class
ROM1	OTHER	1	ROM1	S. cerevisiae	RhO1 Multicopy suppressor	3468	YGR070W	S000003302	ORF
YMR245W	OTHER	1		S. cerevisiae		621	YMR245W	S000004859	ORF
YJL016W	OTHER	1	TPH3	S. cerevisiae	Twin PH domain-3	1686	YJL016W	S000003553	ORF
PIR3	OTHER	1	PIR3	S. cerevisiae	Protein containing Internal Repeats	978	YKL163W	S000001646	ORF
HHF1	OTHER	1	HHF1	S. cerevisiae	Histone H Four	312	YBR009C	S000000213	ORF
GET1	OTHER	1	GET1	S. cerevisiae	Guided Entry of Tail-anchored proteins	708	YGL020C	S000002988	ORF
SRC1	OTHER	1	SRC1	S. cerevisiae	Spliced mRNA and Cell cycle regulated gene	2631	YML034W	S000004497	ORF
MOB1	OTHER	1	MOB1	S. cerevisiae	Mps One Binder	1030	YIL106W	S000001368	ORF
YMR253C	OTHER	1		S. cerevisiae		1245	YMR253C	S000004866	ORF
SGT2	OTHER	1	SGT2	S. cerevisiae	Small Glutamine-rich Tetratricopeptide repeat-containing protein	1041	YOR007C	S000005533	ORF
DLD3	OTHER	1	DLD3	S. cerevisiae	D-Lactate Dehydrogenase	1491	YEL071W	S000000797	ORF
PSY3	OTHER	1	PSY3	S. cerevisiae	Platinum SensitivitY	729	YLR376C	S000004368	ORF
SNF12	OTHER	1	SNF12	S. cerevisiae	Sucrose NonFermenting	1701	YNR023W	S000005306	ORF
SCD6	OTHER	1	SCD6	S. cerevisiae	Suppressor of Clathrin Deficiency	1050	YPR129W	S000006333	ORF
NUF2	OTHER	1	NUF2	S. cerevisiae	NUclear Filament-containing protein	1356	YOL069W	S000005430	ORF
TDA5	OTHER	1	TDA5	S. cerevisiae	Topoisomerase I Damage Affected	1052	YLR426W	S000004418	ORF
DIN7	OTHER	1	DIN7	S. cerevisiae	DNA Damage INducible	1293	YDR263C	S000002671	ORF
SMY1	OTHER	1	SMY1	S. cerevisiae	Suppressor of MYo2-66	1971	YKL079W	S000001562	ORF
NHP10	OTHER	1	NHP10	S. cerevisiae	Non-Histone Protein	612	YDL002C	S000002160	ORF
YPL162C	OTHER	1		S. cerevisiae		822	YPL162C	S000006083	ORF
IES2	OTHER	1	IES2	S. cerevisiae	Ino Eighty Subunit	963	YNL215W	S000005159	ORF
RNH70	OTHER	1	RNH70	S. cerevisiae	RNase H	1662	YGR276C	S000003508	ORF
ODC2	OTHER	1	ODC2	S. cerevisiae	OxoDicarboxylate Carrier	924	YOR222W	S000005748	ORF
RAD4	OTHER	1	RAD4	S. cerevisiae	RADiation sensitive	2265	YER162C	S000000964	ORF
HTA2	OTHER	1	HTA2	S. cerevisiae	Histone h Two A	399	YBL003C	S000000099	ORF
HOS3	OTHER	1	HOS3	S. cerevisiae	Hda One Similar	2094	YPL116W	S000006037	ORF
CTF4	OTHER	1	CTF4	S. cerevisiae	Chromosome Transmission Fidelity	2784	YPR135W	S000006339	ORF
GNT1	OTHER	1	GNT1	S. cerevisiae	GlcNAc Transferase	1476	YOR320C	S000005847	ORF
TIR1	OTHER	1	TIR1	S. cerevisiae	TIp1-Related	765	YER011W	S000000813	ORF
PPE1	OTHER	1	PPE1	S. cerevisiae	Phosphoprotein Phosphatase methylEsterase	1203	YHR075C	S000001117	ORF
MSP1	OTHER	1	MSP1	S. cerevisiae	Mitochondrial Sorting of Proteins	1089	YGR028W	S000003260	ORF
YDR042C	OTHER	1		S. cerevisiae		603	YDR042C	S000002449	ORF
RIF1	OTHER	1	RIF1	S. cerevisiae	RAP1-Interacting Factor	5751	YBR275C	S000000479	ORF
AUR1	OTHER	1	AUR1	S. cerevisiae	AUreobasidin A Resistance	1206	YKL004W	S000001487	ORF
OLE1	OTHER	1	OLE1	S. cerevisiae	OLEic acid requiring	1533	YGL055W	S000003023	ORF
PXL1	OTHER	1	PXL1	S. cerevisiae	PaXillin-Like protein	2121	YKR090W	S000001798	ORF
YPK3	OTHER	1	YPK3	S. cerevisiae		1578	YBR028C	S000000232	ORF
YNL024C	OTHER	1	EFM6	S. cerevisiae	Elongation Factor Methyltransferase	741	YNL024C	S000004969	ORF
NNF1	OTHER	1	NNF1	S. cerevisiae	Necessary for Nuclear Function	606	YJR112W	S000003873	ORF
FCY2	OTHER	1	FCY2	S. cerevisiae	FluoroCYtosine resistance	1602	YER056C	S000000858	ORF
YFL042C	OTHER	1	LAM5	S. cerevisiae	Lipid transfer protein Anchored at Membrane contact site	2025	YFL042C	S000001852	ORF
YIR035C	OTHER	1	NRE1	S. cerevisiae	Novel REductase	765	YIR035C	S000001474	ORF
YEF1	OTHER	1	YEF1	S. cerevisiae		1488	YEL041W	S000000767	ORF
DUG3	OTHER	1	DUG3	S. cerevisiae	Deficient in Utilization of Glutathione	1074	YNL191W	S000005135	ORF
AIM20	OTHER	1	AIM20	S. cerevisiae	Altered Inheritance rate of Mitochondria	615	YIL158W	S000001420	ORF
YKU70	OTHER	1	YKU70	S. cerevisiae	Yeast KU protein	1809	YMR284W	S000004897	ORF
HXT3	OTHER	1	HXT3	S. cerevisiae	HeXose Transporter	1704	YDR345C	S000002753	ORF
ALG2	OTHER	1	ALG2	S. cerevisiae	Asparagine-Linked Glycosylation	1512	YGL065C	S000003033	ORF
NVJ1	OTHER	1	NVJ1	S. cerevisiae	Nucleus-Vacuole Junction	966	YHR195W	S000001238	ORF
RTC1	OTHER	1	RTC1	S. cerevisiae	Restriction of Telomere Capping	4026	YOL138C	S000005498	ORF
SRL1	OTHER	1	SRL1	S. cerevisiae	Suppressor of Rad53 null Lethality	633	YOR247W	S000005773	ORF
ERS1	OTHER	1	ERS1	S. cerevisiae	ERd Suppressor	783	YCR075C	S000000671	ORF
HEH2	OTHER	1	HEH2	S. cerevisiae	Helix-Extension-Helix domain	1992	YDR458C	S000002866	ORF
RTG2	OTHER	1	RTG2	S. cerevisiae	ReTroGrade regulation	1767	YGL252C	S000003221	ORF
SRS2	OTHER	1	SRS2	S. cerevisiae	Suppressor of Rad Six	3525	YJL092W	S000003628	ORF
UBC7	OTHER	1	UBC7	S. cerevisiae	UBiquitin-Conjugating enzyme	498	YMR022W	S000004624	ORF
PIL1	OTHER	1	PIL1	S. cerevisiae	Phosphorylation Inhibited by Long chain bases	1020	YGR086C	S000003318	ORF
ASF2	OTHER	1	ASF2	S. cerevisiae	Anti-Silencing Function	1578	YDL197C	S000002356	ORF
CIN2	OTHER	1	CIN2	S. cerevisiae	Chromosome INstability	887	YPL241C	S000006162	ORF
oct-01	OTHER	1	oct-01	S. cerevisiae	OCTapeptidyl aminopeptidase	2319	YKL134C	S000001617	ORF
SET2	OTHER	1	SET2	S. cerevisiae	SET domain-containing	2202	YJL168C	S000003704	ORF
SIF2	OTHER	1	SIF2	S. cerevisiae	Sir4p-Interacting Factor	1608	YBR103W	S000000307	ORF
GET4	OTHER	1	GET4	S. cerevisiae	Guided Entry Tail-anchored proteins	939	YOR164C	S000005690	ORF
SCY1	OTHER	1	SCY1	S. cerevisiae		2415	YGL083W	S000003051	ORF
TUB2	OTHER	1	TUB2	S. cerevisiae	TUBulin	1374	YFL037W	S000001857	ORF
TUB3	OTHER	1	TUB3	S. cerevisiae	TUBulin	1636	YML124C	S000004593	ORF
RHO3	OTHER	1	RHO3	S. cerevisiae	Ras HOmolog	696	YIL118W	S000001380	ORF
YOX1	OTHER	1	YOX1	S. cerevisiae	Yeast homeobOX	1158	YML027W	S000004489	ORF
SPC34	OTHER	1	SPC34	S. cerevisiae	Spindle Pole Component	888	YKR037C	S000001745	ORF
HHO1	OTHER	1	HHO1	S. cerevisiae	Histone H One	777	YPL127C	S000006048	ORF
YEL077C	OTHER	1		S. cerevisiae		3834	YEL077C	S000006409	ORF
TOM71	OTHER	1	TOM71	S. cerevisiae	Translocase of the Outer Mitochondrial membrane	1920	YHR117W	S000001159	ORF
MLH3	OTHER	1	MLH3	S. cerevisiae	MutL Homolog	2148	YPL164C	S000006085	ORF
ISM1	OTHER	1	ISM1	S. cerevisiae	Isoleucyl tRNA Synthetase of Mitochondria	3009	YPL040C	S000005961	ORF
SPH1	OTHER	1	SPH1	S. cerevisiae	SPa2 Homolog	1593	YLR313C	S000004305	ORF
MSB4	OTHER	1	MSB4	S. cerevisiae	Multicopy Suppression of a Budding defect	1479	YOL112W	S000005472	ORF
CDS1	OTHER	1	CDS1	S. cerevisiae	CDP-Diacylglycerol Synthase	1374	YBR029C	S000000233	ORF
IRC8	OTHER	1	IRC8	S. cerevisiae	Increased Recombination Centers	2469	YJL051W	S000003587	ORF
CKB2	OTHER	1	CKB2	S. cerevisiae	Casein Kinase Beta' subunit	777	YOR039W	S000005565	ORF
PIG1	OTHER	1	PIG1	S. cerevisiae	Protein Interacting with Gsy2p	1947	YLR273C	S000004263	ORF
ERP5	OTHER	1	ERP5	S. cerevisiae	Emp24p/Erv25p Related Protein	639	YHR110W	S000001152	ORF
SAP155	OTHER	1	SAP155	S. cerevisiae	Sit4 Associated Protein	3009	YFR040W	S000001936	ORF
YLL032C	OTHER	1		S. cerevisiae		2478	YLL032C	S000003955	ORF
GLC7	OTHER	1	GLC7	S. cerevisiae	GLyCogen	1464	YER133W	S000000935	ORF
SFG1	OTHER	1	SFG1	S. cerevisiae	SuperFicial pseudohyphal Growth	1041	YOR315W	S000005842	ORF
COX11	OTHER	1	COX11	S. cerevisiae	Cytochrome c OXidase	903	YPL132W	S000006053	ORF
YMR144W	OTHER	1	FDO1	S. cerevisiae	Forkhead one interacting protein involved in DOnor preference	1029	YMR144W	S000004752	ORF
BUD3	OTHER	1	BUD3	S. cerevisiae	BUD site selection	4911	YCL014W	S000000520	ORF
HAA1	OTHER	1	HAA1	S. cerevisiae	Homolog of Ace1 Activator	2085	YPR008W	S000006212	ORF
ALK1	OTHER	1	ALK1	S. cerevisiae		2283	YGL021W	S000002989	ORF
NDC1	OTHER	1	NDC1	S. cerevisiae	Nuclear Division Cycle	1968	YML031W	S000004493	ORF
TDA1	OTHER	1	TDA1	S. cerevisiae	Topoisomerase I Damage Affected	1761	YMR291W	S000004905	ORF
PHO8	OTHER	1	PHO8	S. cerevisiae	PHOsphate metabolism	1701	YDR481C	S000002889	ORF
COT1	OTHER	1	COT1	S. cerevisiae	CObalt Toxicity	1320	YOR316C	S000005843	ORF
JEM1	OTHER	1	JEM1	S. cerevisiae	DnaJ-like protein of the ER Membrane	1938	YJL073W	S000003609	ORF
MSS4	OTHER	1	MSS4	S. cerevisiae	Multicopy Suppressor of Stt4 mutation	2340	YDR208W	S000002616	ORF
TRM11	OTHER	1	TRM11	S. cerevisiae	TRna Methyltransferase	1302	YOL124C	S000005484	ORF
FUN26	OTHER	1	FUN26	S. cerevisiae	Function Unknown Now	1554	YAL022C	S000000020	ORF
BUD5	OTHER	1	BUD5	S. cerevisiae	BUD site selection	1929	YCR038C	S000000634	ORF
AKR1	OTHER	1	AKR1	S. cerevisiae	AnKyrin Repeat containing	2295	YDR264C	S000002672	ORF
GAL80	OTHER	1	GAL80	S. cerevisiae	GALactose metabolism	1308	YML051W	S000004515	ORF
SPT16	OTHER	1	SPT16	S. cerevisiae	SuPpressor of Ty	3108	YGL207W	S000003175	ORF
HSP82	OTHER	1	HSP82	S. cerevisiae	Heat Shock Protein	2130	YPL240C	S000006161	ORF
COS12	OTHER	1	COS12	S. cerevisiae	COnserved Sequence	1143	YGL263W	S000003232	ORF
CWP1	OTHER	1	CWP1	S. cerevisiae	Cell Wall Protein	720	YKL096W	S000001579	ORF
SUR2	OTHER	1	SUR2	S. cerevisiae	SUppressor of Rvs161 and rvs167 mutations	1050	YDR297W	S000002705	ORF
ARP1	OTHER	1	ARP1	S. cerevisiae	Actin-Related Protein	1155	YHR129C	S000001171	ORF
SLD2	OTHER	1	SLD2	S. cerevisiae	Synthetically Lethal with Dpb11-1	1362	YKL108W	S000001591	ORF
AHC1	OTHER	1	AHC1	S. cerevisiae	Ada Histone acetyltransferase complex Component	1701	YOR023C	S000005549	ORF
LOH1	OTHER	1	LOH1	S. cerevisiae	Loss Of Heterozygosity	660	YJL038C	S000003575	ORF
SET4	OTHER	1	SET4	S. cerevisiae	SET domain-containing	1683	YJL105W	S000003641	ORF
YDL211C	OTHER	1		S. cerevisiae		1119	YDL211C	S000002370	ORF
NFU1	OTHER	1	NFU1	S. cerevisiae	NifU-like protein	771	YKL040C	S000001523	ORF
TOP3	OTHER	1	TOP3	S. cerevisiae	TOPoisomerase	1971	YLR234W	S000004224	ORF
PAN3	OTHER	1	PAN3	S. cerevisiae	Poly(A) Nuclease	2040	YKL025C	S000001508	ORF
SVF1	OTHER	1	SVF1	S. cerevisiae	SurVival Factor	1446	YDR346C	S000002754	ORF
TUM1	OTHER	1	TUM1	S. cerevisiae	ThioUridine Modification	915	YOR251C	S000005777	ORF
RKM4	OTHER	1	RKM4	S. cerevisiae	Ribosomal lysine (K) Methyltransferase	1485	YDR257C	S000002665	ORF
GNA1	OTHER	1	GNA1	S. cerevisiae	GlucosamiNe-6-phosphate Acetyltransferase	480	YFL017C	S000001877	ORF
GPA1	OTHER	1	GPA1	S. cerevisiae	G Protein Alpha subunit	1419	YHR005C	S000001047	ORF
MTC6	OTHER	1	MTC6	S. cerevisiae	Maintenance of Telomere Capping	1581	YHR151C	S000001194	ORF
IRC11	OTHER	1	IRC11	S. cerevisiae	Increased Recombination Centers	471	YOR013W	S000005539	ORF
AIF1	OTHER	1	AIF1	S. cerevisiae	Apoptosis-Inducing Factor	1137	YNR074C	S000005357	ORF
YBR184W	OTHER	1		S. cerevisiae		1572	YBR184W	S000000388	ORF
EXG1	OTHER	1	EXG1	S. cerevisiae	EXo-1,3-beta-Glucanase	1347	YLR300W	S000004291	ORF
TAL1	OTHER	1	TAL1	S. cerevisiae	TransALdolase	1008	YLR354C	S000004346	ORF
KEL1	OTHER	1	KEL1	S. cerevisiae	KELch repeat	3495	YHR158C	S000001201	ORF
YIR014W	OTHER	1	VLD1	S. cerevisiae	Vacuole Localized Dsc protein	729	YIR014W	S000001453	ORF
ACO1	OTHER	1	ACO1	S. cerevisiae	ACOnitase	2337	YLR304C	S000004295	ORF
SPC98	OTHER	1	SPC98	S. cerevisiae	Spindle Pole Component	2541	YNL126W	S000005070	ORF
ULI1	OTHER	1	ULI1	S. cerevisiae	Upr-L-Inducible gene	510	YFR026C	S000001922	ORF
NNF2	OTHER	1	NNF2	S. cerevisiae		2811	YGR089W	S000003321	ORF
GLR1	OTHER	1	GLR1	S. cerevisiae	GLutathione Reductase	1452	YPL091W	S000006012	ORF
ROD1	OTHER	1	ROD1	S. cerevisiae	Resistance to O-Dinitrobenzene	2514	YOR018W	S000005544	ORF
FMP10	OTHER	1	FMP10	S. cerevisiae	Found in Mitochondrial Proteome	735	YER182W	S000000984	ORF
PSF3	OTHER	1	PSF3	S. cerevisiae	Partner of Sld Five	585	YOL146W	S000005506	ORF
RPN5	OTHER	1	RPN5	S. cerevisiae	Regulatory Particle Non-ATPase	1338	YDL147W	S000002306	ORF
GAS3	OTHER	1	GAS3	S. cerevisiae	Glycophospholipid-Anchored Surface protein	1575	YMR215W	S000004828	ORF
PCL7	OTHER	1	PCL7	S. cerevisiae	Pho85 CycLin	858	YIL050W	S000001312	ORF
LAC1	OTHER	1	LAC1	S. cerevisiae	Longevity-Assurance gene Cognate (LAG1 Cognate)	1257	YKL008C	S000001491	ORF
RSC58	OTHER	1	RSC58	S. cerevisiae	Remodel the Structure of Chromatin	1509	YLR033W	S000004023	ORF
VMA6	OTHER	1	VMA6	S. cerevisiae	Vacuolar Membrane Atpase	1038	YLR447C	S000004439	ORF
BOI1	OTHER	1	BOI1	S. cerevisiae	Bem1 (One) Interacting protein	2943	YBL085W	S000000181	ORF
GPI16	OTHER	1	GPI16	S. cerevisiae	GlycosylPhosphatidylInositol anchor biosynthesis	1833	YHR188C	S000001231	ORF
NDD1	OTHER	1	NDD1	S. cerevisiae	Nuclear Division Defective	1665	YOR372C	S000005899	ORF
CAD1	OTHER	1	CAD1	S. cerevisiae	CADmium resistance	1230	YDR423C	S000002831	ORF
PRP3	OTHER	1	PRP3	S. cerevisiae	Pre-mRNA Processing	1410	YDR473C	S000002881	ORF
MDH3	OTHER	1	MDH3	S. cerevisiae	Malate DeHydrogenase	1032	YDL078C	S000002236	ORF
NOB1	OTHER	1	NOB1	S. cerevisiae	Nin1 (One) Binding protein	1380	YOR056C	S000005582	ORF
BDF2	OTHER	1	BDF2	S. cerevisiae	BromoDomain Factor	1917	YDL070W	S000002228	ORF
SUB2	OTHER	1	SUB2	S. cerevisiae	SUppressor of Brr1-1	1341	YDL084W	S000002242	ORF
IDP1	OTHER	1	IDP1	S. cerevisiae	Isocitrate Dehydrogenase, NADP-specific	1287	YDL066W	S000002224	ORF
YNL144C	OTHER	1		S. cerevisiae		2223	YNL144C	S000005088	ORF
ILM1	OTHER	1	ILM1	S. cerevisiae	Increased Loss of Mitochondrial DNA	612	YJR118C	S000003879	ORF
CRH1	OTHER	1	CRH1	S. cerevisiae	Congo Red Hypersensitive	1524	YGR189C	S000003421	ORF
SGN1	OTHER	1	SGN1	S. cerevisiae	Slower Growth on Non-fermentable carbon sources	753	YIR001C	S000001440	ORF
PMT4	OTHER	1	PMT4	S. cerevisiae	Protein O-MannosylTransferase	2289	YJR143C	S000003904	ORF
MSL1	OTHER	1	MSL1	S. cerevisiae	MUD Synthetic Lethal	336	YIR009W	S000001448	ORF
DAD3	OTHER	1	DAD3	S. cerevisiae	Duo1 And Dam1 interacting	285	YBR233W-A	S000007595	ORF
ASF1	OTHER	1	ASF1	S. cerevisiae	Anti-Silencing Function	840	YJL115W	S000003651	ORF
BUD8	OTHER	1	BUD8	S. cerevisiae	BUD site selection	1812	YLR353W	S000004345	ORF
GRS1	OTHER	1	GRS1	S. cerevisiae	Glycyl-tRNA Synthase	2004	YBR121C	S000000325	ORF
DIA2	OTHER	1	DIA2	S. cerevisiae	Digs Into Agar	2199	YOR080W	S000005606	ORF
HCH1	OTHER	1	HCH1	S. cerevisiae	High-Copy Hsp90 suppressor	462	YNL281W	S000005225	ORF
GAL4	OTHER	1	GAL4	S. cerevisiae	GALactose metabolism	2646	YPL248C	S000006169	ORF
FYV10	OTHER	1	FYV10	S. cerevisiae	Function required for Yeast Viability	1551	YIL097W	S000001359	ORF
KCC4	OTHER	1	KCC4	S. cerevisiae		3114	YCL024W	S000000529	ORF
GIN4	OTHER	1	GIN4	S. cerevisiae	Growth Inhibitory	3429	YDR507C	S000002915	ORF
PIN2	OTHER	1	PIN2	S. cerevisiae	Psi+ INducibility	849	YOR104W	S000005630	ORF
PUF2	OTHER	1	PUF2	S. cerevisiae	PUmilio-homology domain Family	3228	YPR042C	S000006246	ORF
DSF2	OTHER	1	DSF2	S. cerevisiae	Deletion Suppressor of mptFive/pufFive mutation	2211	YBR007C	S000000211	ORF
ROY1	OTHER	1	ROY1	S. cerevisiae	Repressor Of Ypt52	1662	YMR258C	S000004871	ORF
TGL1	OTHER	1	TGL1	S. cerevisiae	TriGlyceride Lipase	1647	YKL140W	S000001623	ORF
CHL4	OTHER	1	CHL4	S. cerevisiae	CHromosome Loss	1377	YDR254W	S000002662	ORF
PLB3	OTHER	1	PLB3	S. cerevisiae	PhosphoLipase B	2061	YOL011W	S000005371	ORF
PCP1	OTHER	1	PCP1	S. cerevisiae	Processing of Cytochrome c Peroxidase	1041	YGR101W	S000003333	ORF
ERV25	OTHER	1	ERV25	S. cerevisiae	ER Vesicle	636	YML012W	S000004473	ORF
FLC3	OTHER	1	FLC3	S. cerevisiae	FLavin Carrier	2409	YGL139W	S000003107	ORF
RNH201	OTHER	1	RNH201	S. cerevisiae	RNase H	924	YNL072W	S000005016	ORF
OSM1	OTHER	1	OSM1	S. cerevisiae	OSMotic sensitivity	1506	YJR051W	S000003812	ORF
BTT1	OTHER	1	BTT1	S. cerevisiae	BTf Three	450	YDR252W	S000002660	ORF
SEH1	OTHER	1	SEH1	S. cerevisiae	SEc13 Homolog	1050	YGL100W	S000003068	ORF
QCR2	OTHER	1	QCR2	S. cerevisiae	QH2:cytochrome-C oxidoReductase	1107	YPR191W	S000006395	ORF
BUD9	OTHER	1	BUD9	S. cerevisiae	BUD site selection	1644	YGR041W	S000003273	ORF
GWT1	OTHER	1	GWT1	S. cerevisiae	GPI-anchored Wall protein Transfer	1473	YJL091C	S000003627	ORF
KIP2	OTHER	1	KIP2	S. cerevisiae	KInesin related Protein	2121	YPL155C	S000006076	ORF
DPB2	OTHER	1	DPB2	S. cerevisiae	DNA Polymerase B subunit 2	2070	YPR175W	S000006379	ORF
EXO5	OTHER	1	EXO5	S. cerevisiae	EXOnuclease V	1758	YBR163W	S000000367	ORF
DMA2	OTHER	1	DMA2	S. cerevisiae	Defective in Mitotic Arrest	1569	YNL116W	S000005060	ORF
GCR1	OTHER	1	GCR1	S. cerevisiae	GlyColysis Regulation	3109	YPL075W	S000005996	ORF
YER186C	OTHER	1		S. cerevisiae		921	YER186C	S000000988	ORF
SDL1	OTHER	1	SDL1	S. cerevisiae			YIL167W	S000001429	BlockedReadingFrame
SAP30	OTHER	1	SAP30	S. cerevisiae	Sin3-Associated Polypeptide	606	YMR263W	S000004876	ORF
RDH54	OTHER	1	RDH54	S. cerevisiae	RaD54 Homolog	2877	YBR073W	S000000277	ORF
STB5	OTHER	1	STB5	S. cerevisiae	Sin Three Binding protein	2232	YHR178W	S000001221	ORF
RAD16	OTHER	1	RAD16	S. cerevisiae	RADiation sensitive	2373	YBR114W	S000000318	ORF
TUB1	OTHER	1	TUB1	S. cerevisiae	TUBulin	1460	YML085C	S000004550	ORF
RCY1	OTHER	1	RCY1	S. cerevisiae	ReCYcling	2523	YJL204C	S000003740	ORF
ROD1	OTHER	1	ROD1	S. cerevisiae	Resistance to O-Dinitrobenzene	2514	YOR018W	S000005544	ORF
TUB1	OTHER	1	TUB1	S. cerevisiae	TUBulin	1460	YML085C	S000004550	ORF
YBR139W	OTHER	1	ATG42	S. cerevisiae	AuTophaGy	1527	YBR139W	S000000343	ORF
SUB1	OTHER	1	SUB1	S. cerevisiae	SUppressor of TFIIB mutations	879	YMR039C	S000004642	ORF
AIM22	OTHER	1	AIM22	S. cerevisiae	Altered Inheritance rate of Mitochondria	1230	YJL046W	S000003582	ORF
MMR1	OTHER	1	MMR1	S. cerevisiae	Mitochondrial Myo2p Receptor-related	1476	YLR190W	S000004180	ORF
SIW14	OTHER	1	SIW14	S. cerevisiae	Synthetic Interaction with Whi2	846	YNL032W	S000004977	ORF
TYW3	OTHER	1	TYW3	S. cerevisiae	Trna-YW synthesizing protein	822	YGL050W	S000003018	ORF
MHT1	OTHER	1	MHT1	S. cerevisiae	S-Methylmethionine-Homocysteine methylTransferase	975	YLL062C	S000003985	ORF
VID30	OTHER	1	VID30	S. cerevisiae	Vacuolar Import and Degradation	2877	YGL227W	S000003196	ORF
YDL158C	OTHER	1		S. cerevisiae		309	YDL158C	S000002317	ORF
YOR131C	OTHER	1		S. cerevisiae		657	YOR131C	S000005657	ORF
REH1	OTHER	1	REH1	S. cerevisiae	REI1 Homolog	1299	YLR387C	S000004379	ORF
ACB1	OTHER	1	ACB1	S. cerevisiae	Acyl-CoA-Binding	264	YGR037C	S000003269	ORF
SKN1	OTHER	1	SKN1	S. cerevisiae	Suppressor of Kre Null	2316	YGR143W	S000003375	ORF
HOT13	OTHER	1	HOT13	S. cerevisiae	Helper Of Tim	351	YKL084W	S000001567	ORF
VPS16	OTHER	1	VPS16	S. cerevisiae	Vacuolar Protein Sorting	2397	YPL045W	S000005966	ORF
AIM45	OTHER	1	AIM45	S. cerevisiae	Altered Inheritance rate of Mitochondria	1035	YPR004C	S000006208	ORF
YOR378W	OTHER	1	AMF1	S. cerevisiae	AMmonium Facilitator	1548	YOR378W	S000005905	ORF
SDL1	OTHER	1	SDL1	S. cerevisiae			YIL167W	S000001429	BlockedReadingFrame
GLO3	OTHER	1	GLO3	S. cerevisiae	GLyOxalase	1482	YER122C	S000000924	ORF
VPS16	OTHER	1	VPS16	S. cerevisiae	Vacuolar Protein Sorting	2397	YPL045W	S000005966	ORF
BTT1	OTHER	1	BTT1	S. cerevisiae	BTf Three	450	YDR252W	S000002660	ORF
ICP55	OTHER	1	ICP55	S. cerevisiae	Intermediate Cleaving Peptidase	1536	YER078C	S000000880	ORF
YDL158C	OTHER	1		S. cerevisiae		309	YDL158C	S000002317	ORF
COS12	OTHER	1	COS12	S. cerevisiae	COnserved Sequence	1143	YGL263W	S000003232	ORF
RNH201	OTHER	1	RNH201	S. cerevisiae	RNase H	924	YNL072W	S000005016	ORF
SKN1	OTHER	1	SKN1	S. cerevisiae	Suppressor of Kre Null	2316	YGR143W	S000003375	ORF
VMA6	OTHER	1	VMA6	S. cerevisiae	Vacuolar Membrane Atpase	1038	YLR447C	S000004439	ORF
SAR1	OTHER	1	SAR1	S. cerevisiae	Secretion-Associated, Ras-related	712	YPL218W	S000006139	ORF
UTR1	OTHER	1	UTR1	S. cerevisiae	Unidentified TRanscript	1593	YJR049C	S000003810	ORF
KIP2	OTHER	1	KIP2	S. cerevisiae	KInesin related Protein	2121	YPL155C	S000006076	ORF
BUD9	OTHER	1	BUD9	S. cerevisiae	BUD site selection	1644	YGR041W	S000003273	ORF
SEH1	OTHER	1	SEH1	S. cerevisiae	SEc13 Homolog	1050	YGL100W	S000003068	ORF
YDR061W	OTHER	1		S. cerevisiae		1620	YDR061W	S000002468	ORF
YPR063C	OTHER	1		S. cerevisiae		509	YPR063C	S000006267	ORF
REH1	OTHER	1	REH1	S. cerevisiae	REI1 Homolog	1299	YLR387C	S000004379	ORF
GTT3	OTHER	1	GTT3	S. cerevisiae	GlutaThione Transferase	1014	YEL017W	S000000743	ORF
ULI1	OTHER	1	ULI1	S. cerevisiae	Upr-L-Inducible gene	510	YFR026C	S000001922	ORF
MSC7	OTHER	1	MSC7	S. cerevisiae	Meiotic Sister-Chromatid recombination	1935	YHR039C	S000001081	ORF
SUB1	OTHER	1	SUB1	S. cerevisiae	SUppressor of TFIIB mutations	879	YMR039C	S000004642	ORF
STB5	OTHER	1	STB5	S. cerevisiae	Sin Three Binding protein	2232	YHR178W	S000001221	ORF
YLR118C	OTHER	1	TML25	S. cerevisiae	acyl-protein Thioesterase with Multiple Localizations, protein of 25 kDa	684	YLR118C	S000004108	ORF
IRC11	OTHER	1	IRC11	S. cerevisiae	Increased Recombination Centers	471	YOR013W	S000005539	ORF
VID30	OTHER	1	VID30	S. cerevisiae	Vacuolar Import and Degradation	2877	YGL227W	S000003196	ORF
SAR1	OTHER	1	SAR1	S. cerevisiae	Secretion-Associated, Ras-related	712	YPL218W	S000006139	ORF
RDH54	OTHER	1	RDH54	S. cerevisiae	RaD54 Homolog	2877	YBR073W	S000000277	ORF
YDR061W	OTHER	1		S. cerevisiae		1620	YDR061W	S000002468	ORF
HOT13	OTHER	1	HOT13	S. cerevisiae	Helper Of Tim	351	YKL084W	S000001567	ORF
DMA2	OTHER	1	DMA2	S. cerevisiae	Defective in Mitotic Arrest	1569	YNL116W	S000005060	ORF
PMP1	OTHER	1	PMP1	S. cerevisiae	Plasma Membrane Proteolipid	123	YCR024C-A	S000000619	ORF
UIP5	OTHER	1	UIP5	S. cerevisiae	Ulp1 Interacting Protein	1332	YKR044W	S000001752	ORF
DPB2	OTHER	1	DPB2	S. cerevisiae	DNA Polymerase B subunit 2	2070	YPR175W	S000006379	ORF
SAP30	OTHER	1	SAP30	S. cerevisiae	Sin3-Associated Polypeptide	606	YMR263W	S000004876	ORF
YBR139W	OTHER	1	ATG42	S. cerevisiae	AuTophaGy	1527	YBR139W	S000000343	ORF
